timestamp,rtu_id,bus_number,voltage_magnitude,voltage_angle,frequency,active_power,reactive_power,status,voltage_deviation,frequency_deviation,voltage_in_normal_range,frequency_in_normal_range,attack,attack_type,attack_severity,voltage_offset,frequency_offset,datetime
1759804163.7751215,RTU3,10,1.008,-0.051,50.08,-308.4,-185.5,GOOD,0.0081,0.0754,1,1,0,None,none,,,2025-10-07 02:29:23.775121450
1759804163.7934716,RTU2,9,1.206,0.018,47.98,-98.5,-61.3,INVALID,0.2062,2.0208,0,0,1,Combined Attack,high,0.206,-2.02,2025-10-07 02:29:23.793471575
1759804163.785618,RTU2,3,0.992,-0.052,52.69,297.1,62.8,GOOD,0.0082,2.6896,1,0,1,Frequency Attack,medium,0.0,2.69,2025-10-07 02:29:23.785618067
1759804163.7857308,RTU4,10,0.99,-0.039,51.49,358.8,94.6,GOOD,0.0096,1.486,1,0,1,Frequency Attack,high,0.0,1.49,2025-10-07 02:29:23.785730839
1759804163.800683,RTU2,10,1.053,0.066,50.68,336.9,82.0,GOOD,0.0531,0.6787,0,0,1,Status Spoofing,low,0.053,0.68,2025-10-07 02:29:23.800683022
1759804163.7975628,RTU3,7,0.92,-0.028,49.37,379.2,177.6,GOOD,0.08,0.6297,0,0,1,Status Spoofing,low,-0.08,-0.63,2025-10-07 02:29:23.797562838
1759804163.7867274,RTU2,4,0.981,-0.001,46.55,269.1,47.9,SUSPECT,0.0187,3.4467,1,0,1,Frequency Attack,high,0.0,-3.45,2025-10-07 02:29:23.786727428
1759804163.7758994,RTU4,7,0.988,-0.062,50.05,427.6,99.8,GOOD,0.012,0.0499,1,1,0,None,none,,,2025-10-07 02:29:23.775899410
1759804163.787453,RTU2,10,1.007,-0.077,51.12,366.9,186.1,INVALID,0.0072,1.117,1,0,1,Frequency Attack,low,0.0,1.12,2025-10-07 02:29:23.787452936
1759804163.7750993,RTU4,10,1.01,0.054,49.91,-383.8,-17.0,GOOD,0.0099,0.0903,1,1,0,None,none,,,2025-10-07 02:29:23.775099277
1759804163.7918036,RTU4,8,1.194,0.013,47.68,419.4,132.9,GOOD,0.1944,2.3199,0,0,1,Combined Attack,medium,0.194,-2.32,2025-10-07 02:29:23.791803598
1759804163.7961898,RTU1,1,0.928,0.022,48.43,93.6,177.0,SUSPECT,0.0725,1.5666,0,0,1,Combined Attack,high,-0.072,-1.57,2025-10-07 02:29:23.796189785
1759804163.7872283,RTU3,9,0.99,-0.048,49.48,-194.5,-43.7,GOOD,0.0095,0.5249,1,0,1,Frequency Attack,high,0.0,-0.52,2025-10-07 02:29:23.787228346
1759804163.792585,RTU1,3,1.186,-0.061,51.3,203.8,196.4,SUSPECT,0.1861,1.2984,0,0,1,Combined Attack,medium,0.186,1.3,2025-10-07 02:29:23.792584896
1759804163.799249,RTU1,2,0.953,0.026,50.58,-82.0,-188.3,GOOD,0.0473,0.5773,1,0,1,Status Spoofing,low,-0.047,0.58,2025-10-07 02:29:23.799248934
1759804163.8025384,RTU1,8,0.989,-0.069,49.98,486.1,36.1,GOOD,0.0111,0.0195,1,1,1,Measurement Noise,low,-0.011,-0.02,2025-10-07 02:29:23.802538395
1759804163.793024,RTU4,10,0.871,-0.068,51.06,-341.0,-96.2,INVALID,0.1292,1.0599,0,0,1,Combined Attack,high,-0.129,1.06,2025-10-07 02:29:23.793024063
1759804163.7835264,RTU2,9,0.89,0.055,49.78,-297.6,-183.9,GOOD,0.1097,0.2215,0,1,1,Voltage Attack,high,-0.11,0.0,2025-10-07 02:29:23.783526421
1759804163.7815456,RTU3,10,1.27,-0.041,50.16,396.1,13.1,GOOD,0.2702,0.1561,0,1,1,Voltage Attack,high,0.27,0.0,2025-10-07 02:29:23.781545639
1759804163.7746232,RTU4,1,0.998,0.07,50.04,491.2,67.0,GOOD,0.0019,0.042,1,1,0,None,none,,,2025-10-07 02:29:23.774623156
1759804163.7890527,RTU4,9,1.01,-0.032,51.43,-209.3,-109.9,SUSPECT,0.0098,1.4341,1,0,1,Frequency Attack,medium,0.0,1.43,2025-10-07 02:29:23.789052725
1759804163.798962,RTU4,4,1.069,-0.038,49.43,-76.0,-62.9,GOOD,0.0688,0.5747,0,0,1,Status Spoofing,medium,0.069,-0.57,2025-10-07 02:29:23.798962116
1759804163.8006506,RTU4,4,1.051,0.001,49.22,175.2,162.8,GOOD,0.0513,0.7811,0,0,1,Status Spoofing,low,0.051,-0.78,2025-10-07 02:29:23.800650597
1759804163.8028157,RTU4,6,0.977,-0.104,50.05,227.1,-10.2,GOOD,0.0229,0.0491,1,1,1,Measurement Noise,high,-0.023,0.05,2025-10-07 02:29:23.802815676
1759804163.8005626,RTU4,3,0.953,-0.016,51.01,-332.8,-77.8,GOOD,0.0474,1.0125,1,0,1,Status Spoofing,high,-0.047,1.01,2025-10-07 02:29:23.800562620
1759804163.7952888,RTU3,3,0.848,0.036,49.26,261.5,191.6,INVALID,0.1519,0.7402,0,0,1,Combined Attack,low,-0.152,-0.74,2025-10-07 02:29:23.795288801
1759804163.806169,RTU2,7,0.992,-0.097,50.18,-136.3,26.0,INVALID,0.008,0.1848,1,1,1,Measurement Noise,low,-0.008,0.18,2025-10-07 02:29:23.806169033
1759804163.776223,RTU4,8,0.991,-0.051,50.03,-349.3,-44.6,GOOD,0.0088,0.0268,1,1,0,None,none,,,2025-10-07 02:29:23.776222944
1759804163.7923472,RTU2,1,1.163,0.051,52.42,458.4,102.3,GOOD,0.1635,2.4231,0,0,1,Combined Attack,high,0.163,2.42,2025-10-07 02:29:23.792347193
1759804163.7983153,RTU4,5,0.909,-0.028,50.78,146.1,97.7,GOOD,0.0907,0.7811,0,0,1,Status Spoofing,medium,-0.091,0.78,2025-10-07 02:29:23.798315287
1759804163.7787485,RTU4,7,1.011,-0.053,49.9,223.8,188.4,GOOD,0.0112,0.0972,1,1,0,None,none,,,2025-10-07 02:29:23.778748512
1759804163.7862139,RTU4,9,0.995,-0.074,51.55,-78.5,-90.5,SUSPECT,0.0047,1.5527,1,0,1,Frequency Attack,medium,0.0,1.55,2025-10-07 02:29:23.786213875
1759804163.7823954,RTU3,2,0.802,-0.022,49.95,243.7,77.3,GOOD,0.1977,0.0473,0,1,1,Voltage Attack,medium,-0.198,0.0,2025-10-07 02:29:23.782395363
1759804163.7919226,RTU4,7,0.748,0.068,52.3,-148.8,-114.1,GOOD,0.2524,2.3016,0,0,1,Combined Attack,high,-0.252,2.3,2025-10-07 02:29:23.791922569
1759804163.793775,RTU1,7,0.931,-0.032,50.88,-88.8,-162.3,GOOD,0.0688,0.8777,0,0,1,Combined Attack,low,-0.069,0.88,2025-10-07 02:29:23.793775082
1759804163.7857718,RTU2,10,1.01,-0.024,47.97,349.9,143.2,GOOD,0.01,2.032,1,0,1,Frequency Attack,high,0.0,-2.03,2025-10-07 02:29:23.785771847
1759804163.8004804,RTU4,7,1.075,-0.004,49.53,145.2,181.8,GOOD,0.0755,0.4747,0,1,1,Status Spoofing,high,0.075,-0.47,2025-10-07 02:29:23.800480366
1759804163.7911015,RTU2,10,0.758,0.017,51.84,-93.3,-86.1,GOOD,0.2423,1.8395,0,0,1,Combined Attack,medium,-0.242,1.84,2025-10-07 02:29:23.791101456
1759804163.794742,RTU4,2,0.819,-0.058,48.29,237.4,18.5,SUSPECT,0.1808,1.7141,0,0,1,Combined Attack,low,-0.181,-1.71,2025-10-07 02:29:23.794742107
1759804163.7984893,RTU1,5,1.078,0.066,50.79,391.0,85.1,GOOD,0.0778,0.7919,0,0,1,Status Spoofing,low,0.078,0.79,2025-10-07 02:29:23.798489332
1759804163.7862263,RTU2,10,1.001,-0.04,49.13,356.7,98.0,GOOD,0.0011,0.874,1,0,1,Frequency Attack,low,0.0,-0.87,2025-10-07 02:29:23.786226273
1759804163.7799158,RTU2,6,1.154,0.096,50.0,274.7,104.9,GOOD,0.1544,0.0015,0,1,1,Voltage Attack,medium,0.154,0.0,2025-10-07 02:29:23.779915810
1759804163.7746992,RTU1,10,0.996,-0.059,50.01,-145.3,-40.1,GOOD,0.0037,0.0075,1,1,0,None,none,,,2025-10-07 02:29:23.774699211
1759804163.805666,RTU1,4,0.996,-0.149,50.35,-252.2,-232.1,GOOD,0.0042,0.3476,1,1,1,Measurement Noise,medium,-0.004,0.35,2025-10-07 02:29:23.805665970
1759804163.8056512,RTU2,10,0.977,-0.118,49.99,-342.6,-52.0,GOOD,0.0229,0.0091,1,1,1,Measurement Noise,low,-0.023,-0.01,2025-10-07 02:29:23.805651188
1759804163.777019,RTU4,10,0.998,-0.01,49.95,-79.3,-14.2,GOOD,0.0021,0.0479,1,1,0,None,none,,,2025-10-07 02:29:23.777019024
1759804163.7932708,RTU2,1,0.834,0.051,51.46,447.8,172.0,SUSPECT,0.1658,1.4597,0,0,1,Combined Attack,low,-0.166,1.46,2025-10-07 02:29:23.793270826
1759804163.7972963,RTU4,9,1.096,0.042,49.41,164.3,77.6,GOOD,0.0959,0.5902,0,0,1,Status Spoofing,medium,0.096,-0.59,2025-10-07 02:29:23.797296286
1759804163.7806184,RTU1,10,0.831,-0.098,49.98,-241.7,-60.7,GOOD,0.1692,0.0213,0,1,1,Voltage Attack,low,-0.169,0.0,2025-10-07 02:29:23.780618429
1759804163.7919667,RTU3,2,0.902,0.077,48.55,499.6,25.2,GOOD,0.0978,1.4506,0,0,1,Combined Attack,low,-0.098,-1.45,2025-10-07 02:29:23.791966677
1759804163.7971375,RTU1,4,1.099,-0.022,50.63,-321.0,-45.6,GOOD,0.0989,0.6323,0,0,1,Status Spoofing,medium,0.099,0.63,2025-10-07 02:29:23.797137499
1759804163.7757857,RTU3,7,0.996,-0.063,49.91,-223.1,-63.4,GOOD,0.0044,0.0901,1,1,0,None,none,,,2025-10-07 02:29:23.775785685
1759804163.796101,RTU3,2,1.121,-0.025,50.72,-207.0,-166.4,GOOD,0.1207,0.7238,0,0,1,Combined Attack,low,0.121,0.72,2025-10-07 02:29:23.796101093
1759804163.7770414,RTU1,2,0.998,-0.017,49.94,-116.5,-18.4,GOOD,0.0022,0.0554,1,1,0,None,none,,,2025-10-07 02:29:23.777041435
1759804163.7937353,RTU2,7,1.078,-0.087,48.9,116.4,148.4,SUSPECT,0.078,1.0961,0,0,1,Combined Attack,medium,0.078,-1.1,2025-10-07 02:29:23.793735266
1759804163.80217,RTU2,4,1.032,0.136,49.57,41.2,-7.9,GOOD,0.0315,0.4281,1,1,1,Measurement Noise,medium,0.032,-0.43,2025-10-07 02:29:23.802170038
1759804163.7801623,RTU4,10,1.21,-0.061,50.05,68.1,195.9,SUSPECT,0.2105,0.0522,0,1,1,Voltage Attack,medium,0.21,0.0,2025-10-07 02:29:23.780162334
1759804163.7982361,RTU1,1,1.054,0.074,50.89,358.0,79.7,GOOD,0.0536,0.8937,0,0,1,Status Spoofing,high,0.054,0.89,2025-10-07 02:29:23.798236132
1759804163.800957,RTU4,8,1.121,0.013,51.28,-314.1,-7.3,GOOD,0.1212,1.276,0,0,1,Status Spoofing,high,0.121,1.28,2025-10-07 02:29:23.800956964
1759804163.7996836,RTU1,6,0.952,0.048,50.67,-103.6,-39.4,GOOD,0.048,0.6728,1,0,1,Status Spoofing,low,-0.048,0.67,2025-10-07 02:29:23.799683571
1759804163.8041377,RTU4,5,0.977,-0.008,50.77,-31.6,-93.7,GOOD,0.023,0.7666,1,0,1,Measurement Noise,medium,-0.023,0.77,2025-10-07 02:29:23.804137707
1759804163.7915392,RTU2,4,1.073,0.058,51.37,-82.4,-117.5,INVALID,0.073,1.3654,0,0,1,Combined Attack,low,0.073,1.37,2025-10-07 02:29:23.791539192
1759804163.7857974,RTU3,1,1.008,-0.065,51.38,333.6,141.2,GOOD,0.008,1.3783,1,0,1,Frequency Attack,medium,0.0,1.38,2025-10-07 02:29:23.785797358
1759804163.8006027,RTU3,10,0.956,0.045,49.3,411.5,27.3,GOOD,0.0443,0.7036,1,0,1,Status Spoofing,low,-0.044,-0.7,2025-10-07 02:29:23.800602674
1759804163.7976668,RTU2,7,1.071,0.091,50.93,-126.8,-92.4,GOOD,0.0708,0.9262,0,0,1,Status Spoofing,high,0.071,0.93,2025-10-07 02:29:23.797666788
1759804163.785427,RTU2,5,1.008,-0.024,51.71,418.2,166.2,GOOD,0.0077,1.7082,1,0,1,Frequency Attack,medium,0.0,1.71,2025-10-07 02:29:23.785427094
1759804163.776438,RTU1,1,1.005,0.082,50.13,178.8,45.0,GOOD,0.0051,0.1272,1,1,0,None,none,,,2025-10-07 02:29:23.776437998
1759804163.796372,RTU3,7,1.093,-0.022,47.28,-196.1,-6.9,GOOD,0.0934,2.7158,0,0,1,Combined Attack,medium,0.093,-2.72,2025-10-07 02:29:23.796371937
1759804163.7858799,RTU2,6,1.005,-0.052,53.25,435.8,66.2,GOOD,0.0047,3.2475,1,0,1,Frequency Attack,high,0.0,3.25,2025-10-07 02:29:23.785879850
1759804163.7889905,RTU2,6,1.002,0.068,51.06,-114.8,-141.2,SUSPECT,0.0016,1.0638,1,0,1,Frequency Attack,low,0.0,1.06,2025-10-07 02:29:23.788990498
1759804163.7930095,RTU4,1,1.186,-0.05,48.5,444.2,196.8,GOOD,0.1863,1.4959,0,0,1,Combined Attack,low,0.186,-1.5,2025-10-07 02:29:23.793009520
1759804163.7890272,RTU1,1,1.005,-0.024,52.32,484.0,11.6,GOOD,0.0047,2.3195,1,0,1,Frequency Attack,high,0.0,2.32,2025-10-07 02:29:23.789027214
1759804163.7958796,RTU3,4,0.829,0.079,47.5,310.5,44.2,GOOD,0.1711,2.4977,0,0,1,Combined Attack,high,-0.171,-2.5,2025-10-07 02:29:23.795879602
1759804163.7751977,RTU2,2,0.987,-0.041,50.16,234.0,15.4,GOOD,0.0134,0.1568,1,1,0,None,none,,,2025-10-07 02:29:23.775197744
1759804163.7864308,RTU1,3,1.002,-0.007,51.09,-139.4,-167.0,GOOD,0.0019,1.0904,1,0,1,Frequency Attack,medium,0.0,1.09,2025-10-07 02:29:23.786430836
1759804163.7764158,RTU4,1,0.987,-0.084,50.05,-351.0,-184.8,GOOD,0.0125,0.0533,1,1,0,None,none,,,2025-10-07 02:29:23.776415825
1759804163.77608,RTU1,8,1.002,-0.041,49.98,-289.0,-83.6,GOOD,0.0022,0.0243,1,1,0,None,none,,,2025-10-07 02:29:23.776079893
1759804163.7922065,RTU2,10,1.136,-0.046,47.45,-225.5,-9.1,GOOD,0.1358,2.5502,0,0,1,Combined Attack,high,0.136,-2.55,2025-10-07 02:29:23.792206526
1759804163.8023715,RTU2,7,0.973,-0.079,50.33,170.7,102.7,INVALID,0.027,0.3332,1,1,1,Measurement Noise,low,-0.027,0.33,2025-10-07 02:29:23.802371502
1759804163.7838953,RTU4,9,1.156,-0.059,50.04,199.2,46.9,GOOD,0.1559,0.0376,0,1,1,Voltage Attack,low,0.156,0.0,2025-10-07 02:29:23.783895254
1759804163.7837834,RTU2,8,0.736,-0.049,49.84,-364.2,-50.2,SUSPECT,0.2641,0.1624,0,1,1,Voltage Attack,medium,-0.264,0.0,2025-10-07 02:29:23.783783436
1759804163.800949,RTU2,7,0.922,0.078,49.46,-287.3,-99.4,GOOD,0.0776,0.5372,0,0,1,Status Spoofing,low,-0.078,-0.54,2025-10-07 02:29:23.800949097
1759804163.7920194,RTU4,8,0.702,-0.08,53.07,92.5,119.6,GOOD,0.2984,3.0711,0,0,1,Combined Attack,high,-0.298,3.07,2025-10-07 02:29:23.792019367
1759804163.7803202,RTU3,3,0.907,-0.016,49.97,366.5,58.9,SUSPECT,0.0934,0.0278,0,1,1,Voltage Attack,high,-0.093,0.0,2025-10-07 02:29:23.780320168
1759804163.7883344,RTU4,3,1.019,-0.05,51.88,-294.2,-10.7,GOOD,0.0186,1.8815,1,0,1,Frequency Attack,low,0.0,1.88,2025-10-07 02:29:23.788334370
1759804163.7993858,RTU2,4,0.946,0.068,50.54,-94.3,-57.8,GOOD,0.0541,0.5376,0,0,1,Status Spoofing,low,-0.054,0.54,2025-10-07 02:29:23.799385786
1759804163.7892003,RTU1,1,0.981,0.007,50.55,-92.9,-132.2,GOOD,0.0185,0.5505,1,0,1,Frequency Attack,medium,0.0,0.55,2025-10-07 02:29:23.789200306
1759804163.7863042,RTU4,1,1.017,0.072,51.8,-182.0,-197.3,SUSPECT,0.0165,1.8022,1,0,1,Frequency Attack,medium,0.0,1.8,2025-10-07 02:29:23.786304235
1759804163.8051457,RTU4,9,0.972,0.065,49.95,236.3,85.7,SUSPECT,0.0284,0.0473,1,1,1,Measurement Noise,low,-0.028,-0.05,2025-10-07 02:29:23.805145741
1759804163.7804778,RTU4,7,0.922,0.054,50.14,192.3,191.3,GOOD,0.0779,0.1365,0,1,1,Voltage Attack,low,-0.078,0.0,2025-10-07 02:29:23.780477762
1759804163.786606,RTU1,2,1.003,-0.041,51.08,349.3,60.3,GOOD,0.0035,1.0792,1,0,1,Frequency Attack,low,0.0,1.08,2025-10-07 02:29:23.786606073
1759804163.7756114,RTU3,5,0.993,-0.049,49.87,414.3,179.6,GOOD,0.0073,0.1294,1,1,0,None,none,,,2025-10-07 02:29:23.775611401
1759804163.7784548,RTU2,2,1.018,0.026,50.13,66.3,155.1,GOOD,0.0183,0.1345,1,1,0,None,none,,,2025-10-07 02:29:23.778454781
1759804163.8027709,RTU1,9,1.053,0.077,50.55,-256.6,-240.0,GOOD,0.0532,0.5469,0,0,1,Measurement Noise,high,0.053,0.55,2025-10-07 02:29:23.802770853
1759804163.7742918,RTU1,4,0.979,-0.011,49.85,407.2,84.4,GOOD,0.0207,0.1491,1,1,0,None,none,,,2025-10-07 02:29:23.774291754
1759804163.7756565,RTU2,2,0.998,0.012,49.96,362.2,22.3,GOOD,0.0019,0.0428,1,1,0,None,none,,,2025-10-07 02:29:23.775656462
1759804163.7750764,RTU4,6,1.012,-0.031,49.95,354.9,44.2,SUSPECT,0.0115,0.0518,1,1,0,None,none,,,2025-10-07 02:29:23.775076389
1759804163.8053515,RTU4,5,1.03,0.032,49.74,-95.6,48.6,GOOD,0.0298,0.2632,1,1,1,Measurement Noise,low,0.03,-0.26,2025-10-07 02:29:23.805351496
1759804163.7977777,RTU3,9,0.946,-0.026,49.38,-171.5,-147.1,GOOD,0.0535,0.6167,0,0,1,Status Spoofing,low,-0.054,-0.62,2025-10-07 02:29:23.797777653
1759804163.7874284,RTU1,5,0.991,0.061,47.75,-65.2,-7.7,SUSPECT,0.0087,2.2458,1,0,1,Frequency Attack,medium,0.0,-2.25,2025-10-07 02:29:23.787428379
1759804163.7992167,RTU3,9,1.097,0.001,49.55,-262.2,-194.2,GOOD,0.0971,0.4492,0,1,1,Status Spoofing,high,0.097,-0.45,2025-10-07 02:29:23.799216747
1759804163.8010135,RTU3,1,1.079,0.03,50.82,-59.7,-34.3,GOOD,0.0788,0.8198,0,0,1,Status Spoofing,low,0.079,0.82,2025-10-07 02:29:23.801013470
1759804163.7923071,RTU4,3,1.281,-0.069,48.47,-161.1,-54.9,SUSPECT,0.2813,1.5295,0,0,1,Combined Attack,medium,0.281,-1.53,2025-10-07 02:29:23.792307138
1759804163.783057,RTU1,6,1.336,0.048,49.71,384.9,124.3,GOOD,0.3358,0.2909,0,1,1,Voltage Attack,high,0.336,0.0,2025-10-07 02:29:23.783056974
1759804163.7903597,RTU1,6,1.207,-0.079,52.0,205.1,164.6,GOOD,0.207,2.0023,0,0,1,Combined Attack,medium,0.207,2.0,2025-10-07 02:29:23.790359735
1759804163.7837338,RTU1,2,1.196,0.076,50.13,-326.5,-163.9,GOOD,0.1961,0.1291,0,1,1,Voltage Attack,high,0.196,0.0,2025-10-07 02:29:23.783733845
1759804163.801627,RTU3,2,0.958,-0.03,49.62,-47.1,-56.1,GOOD,0.0416,0.3759,1,1,1,Measurement Noise,high,-0.042,-0.38,2025-10-07 02:29:23.801626921
1759804163.7927113,RTU4,9,0.92,-0.069,48.75,-104.2,-87.4,GOOD,0.08,1.2527,0,0,1,Combined Attack,low,-0.08,-1.25,2025-10-07 02:29:23.792711258
1759804163.7758772,RTU2,6,0.99,-0.083,49.85,339.2,190.1,GOOD,0.0101,0.1534,1,1,0,None,none,,,2025-10-07 02:29:23.775877237
1759804163.8004084,RTU3,3,0.954,-0.08,49.34,204.1,12.8,GOOD,0.0463,0.6633,1,0,1,Status Spoofing,low,-0.046,-0.66,2025-10-07 02:29:23.800408363
1759804163.8004644,RTU4,3,1.067,0.011,50.69,-202.2,-47.4,GOOD,0.0667,0.6935,0,0,1,Status Spoofing,medium,0.067,0.69,2025-10-07 02:29:23.800464392
1759804163.7837954,RTU1,10,1.112,0.055,50.01,-271.2,-194.8,GOOD,0.1122,0.0066,0,1,1,Voltage Attack,medium,0.112,0.0,2025-10-07 02:29:23.783795357
1759804163.799672,RTU1,4,1.088,-0.011,50.53,122.0,161.1,GOOD,0.0881,0.5277,0,0,1,Status Spoofing,medium,0.088,0.53,2025-10-07 02:29:23.799671888
1759804163.805184,RTU3,9,1.011,-0.098,49.93,-45.1,-35.3,GOOD,0.0108,0.0688,1,1,1,Measurement Noise,low,0.011,-0.07,2025-10-07 02:29:23.805183887
1759804163.7782557,RTU3,6,0.992,0.085,49.93,398.0,12.7,INVALID,0.0082,0.0739,1,1,0,None,none,,,2025-10-07 02:29:23.778255701
1759804163.800385,RTU4,6,0.896,-0.034,49.34,-155.3,-12.4,GOOD,0.1042,0.659,0,0,1,Status Spoofing,high,-0.104,-0.66,2025-10-07 02:29:23.800384998
1759804163.8004236,RTU1,7,1.052,-0.057,49.07,229.2,34.7,GOOD,0.0519,0.9274,0,0,1,Status Spoofing,medium,0.052,-0.93,2025-10-07 02:29:23.800423622
1759804163.7875967,RTU1,9,0.998,-0.04,50.79,-97.9,-8.0,GOOD,0.0018,0.7919,1,0,1,Frequency Attack,low,0.0,0.79,2025-10-07 02:29:23.787596703
1759804163.8020537,RTU4,3,1.051,-0.077,50.32,534.3,236.2,GOOD,0.0505,0.3153,0,1,1,Measurement Noise,low,0.051,0.32,2025-10-07 02:29:23.802053690
1759804163.8046129,RTU4,10,1.054,-0.146,49.23,453.9,167.0,GOOD,0.0544,0.7715,0,0,1,Measurement Noise,medium,0.054,-0.77,2025-10-07 02:29:23.804612875
1759804163.775865,RTU3,4,0.999,-0.097,49.92,196.6,184.6,GOOD,0.0006,0.0797,1,1,0,None,none,,,2025-10-07 02:29:23.775865078
1759804163.8029227,RTU2,7,1.032,0.078,50.34,52.0,125.0,SUSPECT,0.0322,0.3403,1,1,1,Measurement Noise,low,0.032,0.34,2025-10-07 02:29:23.802922726
1759804163.7787597,RTU3,7,0.997,0.076,49.99,-188.5,-162.6,GOOD,0.0032,0.0134,1,1,0,None,none,,,2025-10-07 02:29:23.778759718
1759804163.7910569,RTU4,2,0.685,0.063,50.55,128.0,148.2,GOOD,0.3154,0.5473,0,0,1,Combined Attack,high,-0.315,0.55,2025-10-07 02:29:23.791056871
1759804163.78242,RTU4,2,0.923,0.041,49.99,303.8,8.3,GOOD,0.0771,0.0148,0,1,1,Voltage Attack,high,-0.077,0.0,2025-10-07 02:29:23.782419920
1759804163.7771626,RTU1,8,0.988,0.062,49.84,342.5,102.2,GOOD,0.0123,0.1555,1,1,0,None,none,,,2025-10-07 02:29:23.777162552
1759804163.8028307,RTU4,7,0.969,-0.142,50.14,-219.0,-132.1,GOOD,0.0307,0.1414,1,1,1,Measurement Noise,low,-0.031,0.14,2025-10-07 02:29:23.802830696
1759804163.7747338,RTU1,8,1.004,-0.067,50.11,-73.1,-145.3,GOOD,0.0038,0.114,1,1,0,None,none,,,2025-10-07 02:29:23.774733782
1759804163.774842,RTU3,7,0.989,0.041,50.02,-353.8,-35.8,GOOD,0.0111,0.016,1,1,0,None,none,,,2025-10-07 02:29:23.774842024
1759804163.7853053,RTU3,3,0.998,0.058,47.37,-176.1,-49.4,GOOD,0.0021,2.6311,1,0,1,Frequency Attack,medium,0.0,-2.63,2025-10-07 02:29:23.785305262
1759804163.778346,RTU4,9,1.011,-0.053,50.12,388.7,15.8,GOOD,0.0109,0.1196,1,1,0,None,none,,,2025-10-07 02:29:23.778346062
1759804163.8062367,RTU1,4,0.994,-0.002,50.01,180.6,10.8,GOOD,0.0056,0.0123,1,1,1,Measurement Noise,high,-0.006,0.01,2025-10-07 02:29:23.806236744
1759804163.778395,RTU3,2,0.993,-0.063,50.13,112.8,22.8,GOOD,0.0068,0.1335,1,1,0,None,none,,,2025-10-07 02:29:23.778394938
1759804163.7985952,RTU1,3,0.949,0.079,49.01,-292.9,-111.3,GOOD,0.0515,0.988,0,0,1,Status Spoofing,medium,-0.051,-0.99,2025-10-07 02:29:23.798595190
1759804163.7923732,RTU3,8,1.112,-0.032,47.0,-385.2,-62.5,GOOD,0.112,3.0031,0,0,1,Combined Attack,high,0.112,-3.0,2025-10-07 02:29:23.792373180
1759804163.7877977,RTU1,8,0.994,0.076,51.83,-188.5,-41.9,GOOD,0.0063,1.8325,1,0,1,Frequency Attack,low,0.0,1.83,2025-10-07 02:29:23.787797689
1759804163.7907026,RTU4,1,1.124,-0.086,49.12,-178.3,-27.8,GOOD,0.124,0.8823,0,0,1,Combined Attack,low,0.124,-0.88,2025-10-07 02:29:23.790702581
1759804163.7771194,RTU2,2,1.008,-0.069,50.19,-271.4,-73.2,GOOD,0.0078,0.1896,1,1,0,None,none,,,2025-10-07 02:29:23.777119398
1759804163.797924,RTU2,1,1.063,0.059,51.26,-112.9,-197.6,GOOD,0.0628,1.259,0,0,1,Status Spoofing,high,0.063,1.26,2025-10-07 02:29:23.797924042
1759804163.7868385,RTU1,5,0.987,0.085,51.62,168.1,29.5,SUSPECT,0.0125,1.6198,1,0,1,Frequency Attack,low,0.0,1.62,2025-10-07 02:29:23.786838531
1759804163.7835968,RTU1,1,1.201,-0.024,50.06,-319.1,-181.6,GOOD,0.201,0.0556,0,1,1,Voltage Attack,medium,0.201,0.0,2025-10-07 02:29:23.783596754
1759804163.8023188,RTU3,8,1.031,0.116,49.95,60.0,215.7,GOOD,0.0306,0.046,1,1,1,Measurement Noise,low,0.031,-0.05,2025-10-07 02:29:23.802318811
1759804163.8058813,RTU3,3,0.973,0.039,49.77,277.9,21.9,SUSPECT,0.0271,0.2313,1,1,1,Measurement Noise,medium,-0.027,-0.23,2025-10-07 02:29:23.805881262
1759804163.7988403,RTU1,5,1.121,0.07,49.45,-272.4,-155.6,GOOD,0.1214,0.5546,0,0,1,Status Spoofing,high,0.121,-0.55,2025-10-07 02:29:23.798840284
1759804163.797522,RTU2,2,1.075,0.093,50.79,-283.0,-37.8,GOOD,0.0749,0.7915,0,0,1,Status Spoofing,medium,0.075,0.79,2025-10-07 02:29:23.797522068
1759804163.786568,RTU2,2,0.985,-0.062,48.77,322.3,188.4,SUSPECT,0.0149,1.2323,1,0,1,Frequency Attack,low,0.0,-1.23,2025-10-07 02:29:23.786567926
1759804163.7761462,RTU3,9,1.014,0.029,49.98,134.9,157.0,GOOD,0.0142,0.0158,1,1,0,None,none,,,2025-10-07 02:29:23.776146173
1759804163.7956307,RTU2,10,1.25,0.076,51.46,230.5,53.1,GOOD,0.2497,1.4637,0,0,1,Combined Attack,medium,0.25,1.46,2025-10-07 02:29:23.795630693
1759804163.7751753,RTU4,6,0.994,-0.097,49.93,-202.1,-119.2,GOOD,0.0058,0.0723,1,1,0,None,none,,,2025-10-07 02:29:23.775175333
1759804163.7766953,RTU2,6,1.012,0.055,50.11,294.9,135.9,GOOD,0.0118,0.1135,1,1,0,None,none,,,2025-10-07 02:29:23.776695251
1759804163.78927,RTU1,1,0.981,0.012,46.76,483.8,49.8,INVALID,0.0191,3.2377,1,0,1,Frequency Attack,high,0.0,-3.24,2025-10-07 02:29:23.789269924
